Name,Address,phone,fax,speciality,NpiNumber,lbn,dba,authOfficialName,entity,organizationSubpart,enumeratioDate,lastUpdated,identifiers
"ROCKBROOK URGENT CARE LBN 4G ENTERPRISES, LLC", 2821 S 108TH ST OMAHA NE 68144-4802,402-933-8201,,Urgent Care,1033544267,"4G ENTERPRISES, LLC",ROCKBROOK URGENT CARE,MICHELLE MERTZ - (OWNER),Organization,No,09/06/2013,09/06/2013 - About 5 years ago,NE License # 111066 NE License # 1737 NE License # 22148
ROCKBROOK URGENT CARE LBN URGENT CARE GROUP LLC, 2821 S 108TH ST OMAHA NE 68144-4803,402-933-8201,402-933-8301,Urgent Care,1144528035,URGENT CARE GROUP LLC,ROCKBROOK URGENT CARE,SCOTT COONEY - (PARTNER),Organization,No,03/02/2011,03/16/2011 - About 7 years ago,n/a
"ROCKLAND URGENT CARE FAMILY HEALTH NP, P.C.", 89 S ROUTE 9W WEST HAVERSTRAW NY 10993-1047,845-429-4000,845-429-4022,"Urgent Care,Durable Medical Equipment & Medical Supplies",1184029118,"ROCKLAND URGENT CARE FAMILY HEALTH NP, P.C.",,GRAIG STRAUS - (PRESIDENT - OWNER),Organization,No,11/04/2014,02/06/2017 - More than a year ago,NY License # 337828 NY License # 7558670001
"ROCKLEDGE HMA URGENT CARE, LLC", 5811 PELICAN BAY BLVD SUITE 500 NAPLES FL 34108-2733,239-598-3131,239-592-0438,Urgent Care,1700155678,"ROCKLEDGE HMA URGENT CARE, LLC",,MICHAEL GINGRAS - (VICE PRESIDENT),Organization,Yes,12/22/2011,11/26/2012 - About 5 years ago,n/a
ROCKPORT URGENT CARE CENTER, 2621 HWY 35 N ROCKPORT TX 78382,361-729-3939,361-729-1782,Urgent Care,1851606750,ROCKPORT URGENT CARE CENTER,,JOHN MCNEILL - (PHYSICIAN),Organization,No,08/16/2010,02/25/2011 - About 7 years ago,n/a
"ROCKWALL URGENT CARE, PLLC", 810 RALPH HALL PARKWAY SUITE 100 ROCKWALL TX 75032,903-455-1447,,Urgent Care,1124359732,"ROCKWALL URGENT CARE, PLLC",,SCOTT PIERCE - (PRESIDENT),Organization,No,01/21/2010,08/16/2016 - More than a year ago,TX License # K1899
"ROCKY RIVER URGENT CARE, INC.", 19895 DETROIT RD ROCKY RIVER OH 44116-1815,440-356-5500,440-356-0660,Urgent Care,1023110228,"ROCKY RIVER URGENT CARE, INC.",,CHRISTOPHER SMITH - (PRACTICE ADMINISTRATOR),Organization,No,09/01/2006,02/16/2012 - About 6 years ago,OH Medicaid 2183042 OH Other =========00 BWC
ROGERS FAMILY MEDICAL WALK-IN CLINIC LBN FAMILY MEDICAL WALK-IN CLINIC PA, 1310 W WALNUT ST SUITE F ROGERS AR 72756-3316,855-707-5550,,Urgent Care,1376848978,FAMILY MEDICAL WALK-IN CLINIC PA,ROGERS FAMILY MEDICAL WALK-IN CLINIC,DANIEL BURKE - (OWNER/MEDICAL DIRECTOR),Organization,Yes,01/13/2011,06/06/2013 - About 5 years ago,AR Medicaid 186131002
"ROMEO URGENT CARE, PC", 67150 VANDYKE RD WASHINGTON MI 48095,586-752-0911,586-752-0919,"Internal Medicine,Urgent Care",1982776738,"ROMEO URGENT CARE, PC",,TABATHA STAGE - (BILLING MANAGER),Organization,No,11/15/2006,08/04/2009 - About 9 years ago,n/a
ROOSEVELT ISLAND URGENT CARE PLLC, 520 MAIN ST NEW YORK NY 10044-0032,718-575-0974,,Urgent Care,1053787960,ROOSEVELT ISLAND URGENT CARE PLLC,,ARTHUR KORNBLIT - (OWNER),Organization,No,08/14/2015,08/14/2015 - About 3 years ago,n/a
ROSE CITY URGENT CARE AND FAMILY PRACTICE LBN ROSE CITY MEDICAL LLC, 135 NE 102ND AVE PORTLAND OR 97220-4167,503-894-9005,503-719-4178,"Clinic/Center,Urgent Care",1417217894,ROSE CITY MEDICAL LLC,ROSE CITY URGENT CARE AND FAMILY PRACTICE,MARIA SULLIVAN - (BUSINESS DIRECTOR),Organization,No,05/20/2012,02/26/2016 - About 2 years ago,OR License # 85696897 OR Medicaid 500646730 OR Other R167408 MEDICARE PTAN
"ROSE URGENT CARE AND FAMILY PRACTICE LBN ROSE MEDICAL GROUPS, PC", 18 NW 20TH AVE SUITE 101 BATTLE GROUND WA 98604-4226,360-952-4457,360-828-7409,"Clinic/Center,Urgent Care",1063818573,"ROSE MEDICAL GROUPS, PC",ROSE URGENT CARE AND FAMILY PRACTICE,MARIA SULLIVAN - (CHIEF EXECUTIVE OFFICER),Organization,No,11/11/2014,02/25/2016 - About 2 years ago,n/a
"ROSE URGENT CARE AND FAMILY PRACTICE LBN ROSE MEDICAL GROUPS, PC", 18 NW 20TH AVE SUITE 101 BATTLE GROUND WA 98604-4226,360-952-4457,360-949-7888,"Clinic/Center,Urgent Care",1124426358,"ROSE MEDICAL GROUPS, PC",ROSE URGENT CARE AND FAMILY PRACTICE,MARIA SULLIVAN - (CHIEF EXECUTIVE OFFICER),Organization,No,12/22/2014,02/25/2016 - About 2 years ago,n/a
ROSEBURG URGENT CARE LBN ICCO LLC, 1740 NW GOETZ ST ROSEBURG OR 97471-1613,541-345-8760,541-345-8763,Urgent Care,1528498995,ICCO LLC,ROSEBURG URGENT CARE,ALEXANDER MORLEY - (MEDICAL DIRECTOR),Organization,No,11/20/2013,11/20/2013 - About 4 years ago,n/a
ROSENDALE MEDICAL CENTER URGENT CARE, 1089 ROUTE 32 ROSENDALE NY 12472-9660,845-658-9476,845-658-9745,Urgent Care,1497256598,ROSENDALE MEDICAL CENTER URGENT CARE,,MEREDITH BARIZONE - (MANAGER),Organization,No,02/23/2018,02/23/2018 - About 2 months ago,n/a
ROSWELL URGENT CARE CENTER LLC, 660 W CROSSVILLE RD SUITE 110 ROSWELL GA 30075-7525,770-992-4700,,Urgent Care,1174790331,ROSWELL URGENT CARE CENTER LLC,,JUDITH DENNIS - (PRESIDENT),Organization,No,05/15/2008,12/28/2009 - About 8 years ago,n/a
ROWLAND FLATT CLINIC, 603 NE 2ND ST ANTLERS OK 74523-2636,580-298-3351,580-298-6137,"Urgent Care,Health Service",1013908441,ROWLAND FLATT CLINIC,,TEDDY ROWLAND - (OWNER/PARTNER),Organization,No,11/03/2005,04/26/2016 - More than a year ago,OK Medicaid 100730820B
"ROYAL HEALTH, PC", 3508 N MAIN ST COLUMBIA SC 29203-6437,803-699-9226,,"Primary Care,Ambulatory Family Planning Facility,Community Health,Corporate Health,Emergency Care,Health Service,Migrant Health,Occupational Medicine,Public Health or Welfare,Radiology,Urgent Care,Voluntary or Charitable",1114344702,"ROYAL HEALTH, PC",,JACQUETTE CALDWELL - (OWNER/PRESIDENT),Organization,No,03/21/2014,03/21/2014 - About 4 years ago,n/a
ROYAL URGENT CARE PLLC, 24501 SOUTHWEST FWY ROSENBERG TX 77471-5781,832-541-5796,417-429-2893,Urgent Care,1114328283,ROYAL URGENT CARE PLLC,,NOMA ABASSI - (ONWER/PHYSICIAN),Organization,No,09/09/2014,09/09/2014 - About 4 years ago,TX License # N0586
"R&R MEDICAL GROUP, LLC", 655 S GREEN VALLEY PKWY STE 100 HENDERSON NV 89052-0404,702-431-7337,702-431-1738,Urgent Care,1033471941,"R&R MEDICAL GROUP, LLC",,SUSAN PUDIWITR - (ADMINISTRATOR),Organization,No,06/15/2012,06/15/2012 - About 6 years ago,NV License # E0271022011-6
RUIZ-UNGER URGENT CARE CENTER, 8900 SW 24TH ST SUITE # 204 MIAMI FL 33165-2075,305-554-6666,305-554-0176,Urgent Care,1760785232,RUIZ-UNGER URGENT CARE CENTER,,JUAN RUIZ-UNGER - (CEO),Organization,No,12/06/2010,12/06/2010 - About 7 years ago,FL License # ME45343
RURAL URGENT CARE LLC, 1925 W MAIN ST STE 120 CENTRE AL 35960-2812,256-677-4552,205-278-8560,Urgent Care,1932586476,RURAL URGENT CARE LLC,,SAM ESKILDSEN - (MANAGING PARTNER),Organization,No,05/05/2015,05/05/2015 - About 3 years ago,AL License # 31670
RURAL URGENT CARE LLC, 3306 20TH AVE VALLEY AL 36854-3201,205-545-5090,,Urgent Care,1003365123,RURAL URGENT CARE LLC,,SAM ESKILDSEN - (REPRESENTATIVE),Organization,Yes,09/30/2016,09/30/2016 - More than a year ago,n/a
RURAL URGENT CARE LLC, 2134 DOUGLAS AVE BREWTON AL 36426,251-236-4026,,Urgent Care,1013430214,RURAL URGENT CARE LLC,,SAM ESKILDSEN - (REPRESENTATIVE),Organization,Yes,07/19/2017,07/19/2017 - About 9 months ago,n/a
RURAL URGENT CARE LLC, 2211 MOODY PARKWAY MOODY AL 35004-2213,205-352-2480,,Urgent Care,1023568235,RURAL URGENT CARE LLC,,SAM ESKILDSEN - (REPRESENTATIVE),Organization,Yes,10/12/2016,10/12/2016 - More than a year ago,n/a
RURAL URGENT CARE LLC, 2508 HWY 280 ALEXANDER CITY AL 35010,205-545-5090,205-278-8560,Urgent Care,1104279504,RURAL URGENT CARE LLC,,SAM ESKILDSEN - (REPRESENTATIVE),Organization,Yes,07/20/2016,07/20/2016 - More than a year ago,n/a
RURAL URGENT CARE LLC, 300 BIG MOUNTAIN RD PELHAM AL 35124,205-644-8289,,Urgent Care,1184146177,RURAL URGENT CARE LLC,,SAM ESKILDSEN - (REPRESENTATIVE),Organization,Yes,07/11/2017,07/11/2017 - About 9 months ago,n/a
RURAL URGENT CARE LLC, 1026 S EUFAULA AVE EUFAULA AL 36027-2702,334-689-4025,,Urgent Care,1184173320,RURAL URGENT CARE LLC,,SAM ESKILDSEN - (RESPRESENTATIVE),Organization,Yes,09/29/2016,09/29/2016 - More than a year ago,n/a
RURAL URGENT CARE LLC, 1401 AL HWY 14 MILLBROOK AL 36054,334-310-6059,,Urgent Care,1205341005,RURAL URGENT CARE LLC,,SAMUEL ESKILDSEN - (REPRESENTATIVE),Organization,Yes,12/04/2017,12/04/2017 - About 4 months ago,n/a
RURAL URGENT CARE LLC, 508 E THREE NOTCH ST ANDALUSIA AL 36420-3128,334-427-2273,,Urgent Care,1265957070,RURAL URGENT CARE LLC,,SAM ESKILDSEN - (REPRESENTATIVE),Organization,Yes,08/14/2017,08/14/2017 - About 8 months ago,n/a
RURAL URGENT CARE LLC, 1195 S ALABAMA AVE MONROEVILLE AL 36460,251-743-2560,,Urgent Care,1275056525,RURAL URGENT CARE LLC,,SAM ESKILDSEN - (REPRESENTATIVE),Organization,Yes,07/19/2017,07/19/2017 - About 9 months ago,n/a
RURAL URGENT CARE LLC, 40900 US-280 HWY SYLACAUGA AL 35150-0000,256-369-0022,,Urgent Care,1407229925,RURAL URGENT CARE LLC,,SAM ESKILDSEN - (REPRESENTATIVE),Organization,Yes,11/05/2015,03/22/2016 - About 2 years ago,n/a
RURAL URGENT CARE LLC, 1475 AL HWY 14 EAST SELMA AL 36703,334-526-3240,,Urgent Care,1477900124,RURAL URGENT CARE LLC,,SAM ESKILDSEN - (REPRESENTATIVE),Organization,Yes,05/23/2016,06/06/2016 - More than a year ago,n/a
RURAL URGENT CARE LLC, 2022 2ND AVE EAST ONEONTA AL 35121-2731,205-545-5090,,Urgent Care,1598138018,RURAL URGENT CARE LLC,,SAM ESKILDSEN - (REPRESENTATIVE),Organization,Yes,11/05/2015,11/05/2015 - About 2 years ago,n/a
RURAL URGENT CARE LLC, 837 E BATTLE ST TALLADEGA AL 35160,256-649-8134,256-261-2905,Urgent Care,1780119073,RURAL URGENT CARE LLC,,SAM ESKILDSEN - (REPRESENTATIVE),Organization,Yes,04/25/2017,04/25/2017 - About 12 months ago,n/a
RURAL URGENT CARE LLC, 1420 N BRINDLEE MOUNTAIN PKWY ARAB AL 35016-5431,256-677-4553,,Urgent Care,1861860801,RURAL URGENT CARE LLC,,SAM ESKILDSEN - (REPRESENTATIVE),Organization,Yes,09/08/2015,09/08/2015 - About 3 years ago,n/a
RURAL URGENT CARE LLC, 6280 GRELOT ROAD MOBILE AL 36609,251-288-5606,,Urgent Care,1912420126,RURAL URGENT CARE LLC,,SAM ESKILDSEN - (REPRESENTATIVE),Organization,Yes,07/19/2017,07/19/2017 - About 9 months ago,n/a
RURALBASICSHC INC, 131 MAIN ST W WABASHA MN 55981-1236,507-884-0651,651-565-4863,Urgent Care,1982156139,RURALBASICSHC INC,,DENAY KELLY - (PRESIDENT),Organization,No,11/03/2016,11/07/2016 - More than a year ago,n/a
RUSH-COPLEY MEDICAL GROUP, 4789 ROUTE 71 OSWEGO IL 60543,630-978-6204,630-499-2399,"Pediatrics,Family Medicine,Urgent Care",1629265764,RUSH-COPLEY MEDICAL GROUP,,MARCEE BRUMMEL - (EXEC. DIRECTOR),Organization,No,10/03/2007,02/21/2018 - About 2 months ago,IL License # 036-040569
"RUSH-COPLEY MEDICAL GROUP, NFP", 2040 OGDEN AVE SUITE 313 AURORA IL 60504-7206,630-499-2404,630-499-2399,"Family Medicine,Gastroenterology,Gynecologic Oncology,Hematology & Oncology,Internal Medicine,Neurological Surgery,Obstetrics & Gynecology,Otolaryngology,Pediatrics,Plastic Surgery,Sports Medicine,Surgery,Thoracic Surgery (Cardiothoracic Vascular Surgery),Urgent Care,Urology",1093075848,"RUSH-COPLEY MEDICAL GROUP, NFP",,MARCEE BRUMMEL - (EXECUTIVE DIRECTOR),Organization,No,05/25/2012,02/21/2018 - About 2 months ago,IL License # 036-079730 IL License # 036-102434
"RUSSELL MEDICAL LBN NG MEDICAL GROUP, P.C.", 4335 BROWNS BRIDGE RD SUITE 1 & 2 CUMMING GA 30041-4554,770-771-5050,770-771-5051,"Family Medicine,Internal Medicine,Urgent Care",1649536749,"NG MEDICAL GROUP, P.C.",RUSSELL MEDICAL,DUSTIN RUSSELL - (PRESIDENT),Organization,No,04/03/2012,05/01/2013 - About 5 years ago,GA Other 11D2043142 CLIA GA Other 202G709404 PTAN MEDICARE
ANGELO RUTTY ESPINOZAGeneral Practice, 8599 SW HIGHWAY 200 OCALA FL 34481-7729,352-861-0043,352-861-8750,"General Practice,Adult Day Care,Emergency Care,Health Service,Primary Care,Urgent Care",1790169423,,,,Individual,,07/13/2015,03/17/2018 - About a month ago,FL License # ACN946 PR License # 019116
RWJ AOI (RETEIRED), 1 WASHINGTON BLVD SUITE A TRENTON NJ 08691-3162,303-717-9714,303-894-8066,Urgent Care,1972737104,RWJ AOI (RETEIRED),,FRANCISCO VILLOTA - (PHYSICIAN),Organization,No,05/01/2009,11/18/2010 - About 7 years ago,n/a
SABA KAM, 1288 KAPIOLANI BLVD APT 1508 HONOLULU HI 96814-2868,808-382-8199,,Urgent Care,1760724447,SABA KAM,,SABA KAM - (APRN),Organization,No,03/20/2013,03/27/2013 - About 5 years ago,HI License # APRN-1148
"SABINE URGENT CARE, LLC", 315 S HIGHLAND DR SUITE B MANY LA 71449-3719,318-590-9390,318-590-9392,Urgent Care,1104288976,"SABINE URGENT CARE, LLC",,ROBERT CROWE - (OWNER),Organization,No,03/22/2016,07/18/2016 - More than a year ago,n/a
"SABINE URGENT CARE OF LEESVILLE LBN SABINE URGENT II, LLC", 100 E FERTITTA BLVD SUITE B LEESVILLE LA 71446-4737,337-239-2207,,Urgent Care,1356878169,"SABINE URGENT II, LLC",SABINE URGENT CARE OF LEESVILLE,ROBERT CROWE - (PHYSICIAN),Organization,No,05/11/2017,05/11/2017 - About 11 months ago,n/a
SACCO BARKER HOLDINGS LLC, 3317 AVENUE F BAY CITY TX 77414-7107,979-323-9677,979-323-9960,Urgent Care,1922377126,SACCO BARKER HOLDINGS LLC,,CHERYL SACCO - (PARTNER),Organization,No,12/19/2011,12/19/2011 - About 6 years ago,n/a
"SACO RIVER MEDICAL GROUP, PC", 7 GREENWOOD AVE CONWAY NH 03818-6130,603-447-3500,603-447-5568,"Family Medicine,Emergency Medicine,Obstetrics & Gynecology,Pediatrics,Urgent Care",1861587453,"SACO RIVER MEDICAL GROUP, PC",,ROBERT ROSE - (PRESIDENT),Organization,No,10/03/2006,12/11/2012 - About 5 years ago,NH License # N/A NH License # NA NH Medicaid 40303814
SACRAMENTO URGENT CARE LBN CAPITOL URGENT CARE, 7200 S LAND PARK DR SUITE 100 SACRAMENTO CA 95831-3668,916-422-9110,916-428-7888,Urgent Care,1508133208,CAPITOL URGENT CARE,SACRAMENTO URGENT CARE,BEVERLY CAPEL - (MANAGER),Organization,No,11/23/2011,04/16/2012 - About 6 years ago,n/a
SACRAMENTO URGENT CARE INC LBN ELK GROVE URGENT CARE, 7200 S LAND PARK DR SUITE 100 SACRAMENTO CA 95831-3668,916-422-9110,916-226-2656,Urgent Care,1013214527,ELK GROVE URGENT CARE,SACRAMENTO URGENT CARE INC,ALLEN LIN - (MEDICAL DIRECTOR),Organization,Yes,02/17/2011,02/17/2011 - About 7 years ago,CA License # =========
SACRED HEART MEDICAL GROUP URGENT CARE LBN SACRED HEART MEDICAL GROUP URGENT CARE, 4451 BAYOU BLVD PENSACOLA FL 32503-2601,850-475-4500,850-475-4771,Urgent Care,1770533077,SACRED HEART MEDICAL GROUP URGENT CARE,SACRED HEART MEDICAL GROUP URGENT CARE,JAN FOLEY - (ENROLLMENT COORDINATOR),Organization,No,05/10/2006,09/16/2013 - About 5 years ago,n/a
SADDLE BROOK MEDICAL CENTER PA, 383 MARKET ST # B-4 SADDLE BROOK NJ 07663-5300,201-712-7900,201-712-7902,Urgent Care,1982631883,SADDLE BROOK MEDICAL CENTER PA,,JOHN KOLLAR - (SURGEON),Organization,No,06/27/2006,07/15/2014 - About 4 years ago,n/a
SAGGAR HOLDINGS LLC, 916 OLIVE ST SAINT LOUIS MO 63101-1459,314-323-8823,,Urgent Care,1639415128,SAGGAR HOLDINGS LLC,,SONNY SAGGAR - (CEO),Organization,No,01/02/2013,01/02/2013 - About 5 years ago,n/a
SAGINAW SWIFTCARE, 1209 N SAGINAW BLVD SUITE F SAGINAW TX 76179-1169,301-455-5945,,Urgent Care,1649671694,SAGINAW SWIFTCARE,,ADETUNJI ADESANOYE - (PHYSICIAN),Organization,No,09/09/2014,09/09/2014 - About 4 years ago,n/a
SAHARA MEDICAL CENTER, 3013 W SAHARA AVE LAS VEGAS NV 89102-6094,702-362-3322,702-734-3322,"Primary Care,Urgent Care",1407023260,SAHARA MEDICAL CENTER,,ERIC AVAKIAN - (CLINIC ADMINISTRATOR),Organization,No,05/12/2008,05/12/2008 - About 10 years ago,n/a
SAHARA URGENT CARE, 3013 W SAHARA AVE LAS VEGAS NV 89102-6094,702-362-3322,702-734-3322,Urgent Care,1124156302,SAHARA URGENT CARE,,ERIC AVAKIAN - (CEO),Organization,Not specified,03/01/2007,07/08/2007 - About 11 years ago,n/a
SAINT ANTHONY HEALTH AFFILIATES, 4455 S KEDZIE AVE CHICAGO IL 60632-2814,773-523-0400,773-523-2725,Urgent Care,1376079517,SAINT ANTHONY HEALTH AFFILIATES,,MARCIA MOORE - (DIRECTOR OF MANAGED CARE),Organization,No,05/09/2017,05/09/2017 - About 11 months ago,n/a
SAINT ANTOINE DE PADOUE ATLANTIC HEALTH CLINIC, 226 W 10TH ST LONG BEACH CA 90813-4218,310-847-9875,,Urgent Care,1437563616,SAINT ANTOINE DE PADOUE ATLANTIC HEALTH CLINIC,,BERGERETTE SAINT-VICTOR - (NP),Organization,No,06/16/2014,06/16/2014 - About 4 years ago,CA License # BU21412090
SAINT CAMILLUS URGENT CARE LBN ACK HEALTHCARE MANAGEMENT LLC, 83 BALLPARK RD HARDINSBURG KY 40143-4859,270-295-3890,,Urgent Care,1457719643,ACK HEALTHCARE MANAGEMENT LLC,SAINT CAMILLUS URGENT CARE,CHUCK YOUNG - (OWNER),Organization,No,02/03/2016,02/03/2016 - About 2 years ago,n/a
"SAINT CAMILLUS URGENT CARE LBN ACK HEALTHCARE MANAGEMENT, LLC", 1704 2ND ST HENDERSON KY 42420-3366,270-826-4433,,"Nurse Practitioner,Urgent Care",1508238452,"ACK HEALTHCARE MANAGEMENT, LLC",SAINT CAMILLUS URGENT CARE,CHUCK YOUNG - (OWNER),Organization,No,10/30/2015,11/03/2015 - About 2 years ago,n/a
SAINT CLAIR SHORES PROMPT CARE PLLC, 25631 LITTLE MACK AVENUE SUITE 104 SAINT CLAIR SHORES MI 48081-2100,586-884-2727,586-566-1674,Urgent Care,1891098174,SAINT CLAIR SHORES PROMPT CARE PLLC,,THEODORE TANGALOS - (OWNER),Organization,No,12/08/2010,12/08/2010 - About 7 years ago,n/a
SAINT GEORGE URGENT CARE, 1661 HOLLAND RD STE 100 MAUMEE OH 43537-4206,419-438-2619,,Urgent Care,1700055282,SAINT GEORGE URGENT CARE,,MICHAEL SAAD - (OWNER),Organization,No,02/28/2008,02/28/2008 - About 10 years ago,n/a
"SAINT LUKE'S NEIGHBORHOOD CLINICS, LLC", 8880 NE 82ND TER KANSAS CITY MO 64158-1313,816-437-8161,,"Urgent Care,Physical Therapist",1770086266,"SAINT LUKE'S NEIGHBORHOOD CLINICS, LLC",,CHARLES ROBB - (SR. VP CFO OF SLHS),Organization,Yes,03/12/2018,03/21/2018 - About 3 weeks ago,n/a
SAINT MARY'S URGENT CARE PLUS LBN ADVANTAGE HEALTH/SAINT MARY'S MEDICAL GROUP, 1471 E BELTLINE AVE NE STE 102 GRAND RAPIDS MI 49525-4548,616-685-3414,,Urgent Care,1538430533,ADVANTAGE HEALTH/SAINT MARY'S MEDICAL GROUP,SAINT MARY'S URGENT CARE PLUS,DAVID BLAIR - (CEO),Organization,No,01/23/2012,03/01/2013 - About 5 years ago,n/a
SAINT MARY'S URGENT CARE PLUS LBN PROFESSIONAL FINANCIAL SERVICES, 2373 64TH ST SW STE 1200 BYRON CENTER MI 49315-9400,616-643-3910,,Urgent Care,1770603466,PROFESSIONAL FINANCIAL SERVICES,SAINT MARY'S URGENT CARE PLUS,PHILIP MCCORKLE - (CEO),Organization,No,03/29/2007,08/19/2008 - About 10 years ago,n/a
SAINT PETER'S URGENT CARE CENTER LBN SAINT PETER'S HEALTHCARE SYSTEM PHYSICIAN ASSOCIATES, 1378 ROUTE 206 SUITE 9 SKILLMAN NJ 08558-1923,609-497-4597,,Urgent Care,1689942542,SAINT PETER'S HEALTHCARE SYSTEM PHYSICIAN ASSOCIATES,SAINT PETER'S URGENT CARE CENTER,GARRICK STOLDT - (CHIEF FINANCIAL OFFICER),Organization,No,12/07/2011,12/07/2011 - About 6 years ago,n/a
SALA DE URGENCIAS SHALOM, CARR 2 KM 101 6 TERRANOVA MARGINAL DEL PARQUE QUEBRADILLAS PR 00678,787-895-0914,787-895-4999,Urgent Care,1669704219,SALA DE URGENCIAS SHALOM,,ANIBAL PAGAN ROMERO - (MEDICAL DIRECTOR),Organization,No,02/08/2010,02/08/2010 - About 8 years ago,PR License # 13 PR Other 13 URGENT CARE FACILITY
SALA EMERGENCIA CDT LUQUILLO LBN CENTRO DIAGNOSTICO Y TRATAMIENTO LUQUILLO, CALLE 14 DE JULIO # 159 LUQUILLO PR 00773,787-949-6554,,Urgent Care,1619304524,CENTRO DIAGNOSTICO Y TRATAMIENTO LUQUILLO,SALA EMERGENCIA CDT LUQUILLO,LAUDA TRICOCHE - (DIRECTORA),Organization,No,10/09/2013,10/09/2013 - About 5 years ago,n/a
SALA EMRG CDT CULEBRA, WILLIAM FONT FINAL ST. CULEBRA PR 00775,787-742-0001,,Urgent Care,1881084424,SALA EMRG CDT CULEBRA,,RODE VELEZ - (SUPERVISORA ENFERMERIA),Organization,No,02/04/2015,02/04/2015 - About 3 years ago,n/a
SALA URG CSM, HF16 CALLE LIZZIE GRAHAM SEPTIMA SECCION LEVITTOWN TOA BAJA PR 00949-3634,787-795-2935,787-784-0680,Urgent Care,1376953695,SALA URG CSM,,CARLOS MOYKA - (EXECUTIVE DIRECTOR),Organization,Yes,05/08/2014,05/08/2014 - About 4 years ago,n/a
SALA URGENCIA, CALLE MUNOZ RIVERA 28 RINCON PR 00677-0638,787-823-5555,787-823-2990,Urgent Care,1083922678,SALA URGENCIA,,SUSANA PEREZ - (EXECUTIVE DIRECTOR),Organization,Yes,09/17/2010,09/10/2014 - About 4 years ago,n/a
"SALINA REGIONAL URGENT CARE CLINIC LBN SALINA REGIONAL HEALTH CENTER, INC.", 2265 S 9TH ST SALINA KS 67401-7308,785-452-6000,785-452-6591,Urgent Care,1336513274,"SALINA REGIONAL HEALTH CENTER, INC.",SALINA REGIONAL URGENT CARE CLINIC,AMY WIKOFF - (EXECUTIVE DIRECTOR),Organization,Yes,11/16/2015,02/17/2016 - About 2 years ago,KS License # H-085-001 KS Medicaid 100059160G
SALUD DE LA CAPITAL, 900 CALLE CERRA SAN JUAN PR 00907-5104,787-977-9520,,Urgent Care,1558564864,SALUD DE LA CAPITAL,,HECTOR SORRENTINI - (EXECUTIVE DIRECTOR),Organization,Not specified,06/06/2007,07/08/2007 - About 11 years ago,PR License # 05202
SALUD URGENT CARE LLC, 3107 13TH STREET SAINT CLOUD FL 34769,407-957-7700,,"Primary Care,Urgent Care",1598282113,SALUD URGENT CARE LLC,,SHEEJA JACOB - (DIRECTOR),Organization,No,08/24/2017,08/24/2017 - About 8 months ago,n/a
SALUS MEDICAL, 3858 STATE ROUTE 13 PULASKI NY 13142-2400,315-777-5353,,Urgent Care,1306236823,SALUS MEDICAL,,TROY JOHNSON - (CEO),Organization,No,02/04/2015,02/04/2015 - About 3 years ago,NY License # 243962
SAMAN GHALILI MD INC, 2101 S SAN PEDRO ST LOS ANGELES CA 90011-1125,213-745-8766,,"General Practice,Emergency Medicine,Urgent Care",1366735813,SAMAN GHALILI MD INC,,SAMAN GHALILI - (CEO),Organization,No,05/17/2011,10/30/2013 - About 4 years ago,CA License # A88734 CA Medicaid 00A887340
SAMARITAN URGENT CARE PC, 5575 CONNER ST DETROIT MI 48213-6400,313-924-0000,313-921-1479,Urgent Care,1720424013,SAMARITAN URGENT CARE PC,,MOHAMMED ARSIWALA - (OWNER MEDICAL DIRECTOR PHYSICIAN),Organization,No,05/14/2013,05/14/2013 - About 5 years ago,n/a
SAME AS ABOVE LBN QUALITY URGENT CARE CENTER, 1950 E LOS ANGELES AVE SIMI VALLEY CA 93065-3503,805-306-8800,805-306-8809,Urgent Care,1174819239,QUALITY URGENT CARE CENTER,SAME AS ABOVE,CINDY BOYLE - (NURSE MANAGER),Organization,No,06/27/2011,06/27/2011 - About 7 years ago,CA License # =========
SAN ANTONIO MEDICAL CENTER, 1701 S FEDERAL BLVD # D DENVER CO 80219-4898,303-936-1760,303-934-4036,Urgent Care,1841740438,SAN ANTONIO MEDICAL CENTER,,ANTONY VANBANG - (MANAGER),Organization,No,10/07/2016,10/07/2016 - More than a year ago,CO License # DR0054747
"SAN ANTONIO URGENT CARE, PA", 9711 HUEBNER SUITE 3 SAN ANTONIO TX 78240-3163,210-641-6559,210-699-9968,Urgent Care,1013057702,"SAN ANTONIO URGENT CARE, PA",,SHARON ENGLERT - (OFFICE MANAGER),Organization,No,02/08/2007,04/09/2010 - About 8 years ago,TX Medicaid 153751601
"SAN GABRIEL VALLEY URGENT CARE LBN DREAMWEAVER CONSULTANCY, A MEDICAL CORPORATION", 420 W LAS TUNAS DR SAN GABRIEL CA 91776-1268,626-296-9500,626-296-9505,Urgent Care,1427386390,"DREAMWEAVER CONSULTANCY, A MEDICAL CORPORATION",SAN GABRIEL VALLEY URGENT CARE,STANLEY TOY - (PRESIDENT/OWNER),Organization,No,12/03/2009,12/03/2009 - About 8 years ago,CA Medicaid 1922292267
