name,officePhone,Officefax,Website,Email,lastUpdated,companyType,hospitalOwnedorAffiliated,hoursOfOperation,UCAOACertifiedUrgentCareIssued,certificationValidThrough,aboutTheCompany,companyCategories,city,state,country,zip,Address1,Address2,url
MEDPOST URGENT CARE ATASCADERO,805 793-1656 (Phone),,https://medpost.com/,keisha.greene@carespot.com,4/26/2018,Member Clinic,,"as of 4/25/18: M-F: 8am - 8pm, S/S: 9am - 5pm",,,,,Atascadero,California,United States,93422,MedPost Urgent Care ,7330 El Camino Real,http://ucaoa.site-ym.com/members/?id=49829199
FIRST HEALTH CLINIC URGENT CARE,408 929-5565 (Phone),,http://www.pmgmd.com/,humaira.ahmad@excelmso.com,12/22/2017,Member Clinic,,"as of 8/11/17: M-F: 9:30am - 6:30pm, S/S: 9am - 5pm",,,,,San Jose,California,United States,95127-3025,459 S Capitol Ave,Ste 4,http://ucaoa.site-ym.com/members/?id=49829201
ALEXIAN EXTENDED CARE MEDICAL CENTER,408 251-9100 (Phone),,http://www.pmgmd.com/for-members/urgent-care-after-hours-care-emergency-care/,humaira.ahmad@excelmso.com,12/22/2017,Member Clinic,,"as of 8/11/17: M-F: 5pm - 8pm, Sat: 10am - 4pm",,,,,San Jose,California,United States,95116-1617,2350 McKee Rd,Ste 1,http://ucaoa.site-ym.com/members/?id=49829202
GOLDEN GATE URGENT CARE MISSION DISTRICT,415 432-7889 (Phone),,https://www.goldengateurgentcare.com/,kunzel@goldengateurgentcare.com,12/22/2017,Member Clinic,,"as of 8/11/17: M-F: 8am - 8pm, S/S: 9am - 4pm",,,,,San Francisco,California,United States,94110-2405,1085 Valencia St,,http://ucaoa.site-ym.com/members/?id=49829203
GOLDEN GATE URGENT CARE NORTH OAKLAND,415 432-7899 (Phone),,https://www.goldengateurgentcare.com/,kunzel@goldengateurgentcare.com,12/22/2017,Member Clinic,,"as of 8/11/17: M-F: 8am - 8pm, S/S: 9am - 4pm",,,,,Oakland,California,United States,94611-5352,Golden Gate Urgent Care North ,3900 Piedmont Ave,http://ucaoa.site-ym.com/members/?id=49829204
STAT MED URGENT CARE LIVERMORE,925 315-8828 (Phone),,http://www.statmed.com/,asamaniego@statmed.com,1/22/2018,Member Clinic,,"as of 1/22/18: M-F: 8am - 8pm, S/S: 9am - 5pm",,,,,Livermore,California,United States,94551-4915,STAT MED Urgent Care ,4465 1st St,http://ucaoa.site-ym.com/members/?id=49829205
PROHEALTH URGENT CARE RIVERHEAD,631 740-9625 (Phone),,http://www.prohealthcare.com/,dbeltran@prohealthcare.com,12/22/2017,Member Clinic,,"as of 8/14/17: 9am - 9pm, S/S: 9am - 6pm",2017 - Q3,2020 - Q3,,,Riverhead,New York,United States,11901-2059,ProHEALTH Urgent Care ,1149 Old Country Rd,http://ucaoa.site-ym.com/members/?id=49860291
AFC OXFORD,256 403-3534 (Phone),,https://www.afcurgentcare.com/,rjohanasen@americanfamilycare.com,12/22/2017,Member Clinic,N,"as of 8/17/17: M-F: 8am - 8pm, S/S: 8am - 8pm",,,,,Oxford,Alabama,United States,36203-2420,AFC ,30 Holmes Dr,http://ucaoa.site-ym.com/members/?id=49875763
AFC MIDTOWN,205 526-2053 (Phone),,https://www.afcurgentcare.com/,rjohanasen@americanfamilycare.com,12/22/2017,Member Clinic,N,"as of 8/17/17: M-F: 8am - 8pm, S/S: 8am - 8pm",,,,,Tuscaloosa,Alabama,United States,35401-3236,710 15th St E,,http://ucaoa.site-ym.com/members/?id=49875805
AFC DESTIN,850 460-9447 (Phone),,https://www.afcurgentcare.com/,rjohanasen@americanfamilycare.com,12/22/2017,Member Clinic,N,"as of 8/17/17: M-F: 8am - 8pm, S/S: 8am - 8pm",,,,,Destin,Florida,United States,32541-2902,AFC ,1012 Highway 98 E,http://ucaoa.site-ym.com/members/?id=49879621
PELICAN HILL MEDICAL CENTER,770 786-1118 (Phone),"
770 558-1324 (Fax)",https://www.facebook.com/PelicanHillUrgentCare/,Sonth911@yahoo.com,2/14/2018,Member Clinic,,,,,,,Lilburn,Georgia,United States,30047-2734,470 Pleasant Hill Rd NW,,http://ucaoa.site-ym.com/members/?id=49901087
NIGHTLIGHT PEDIATRIC URGENT CARE TANGLEWOOD,346 867-1932 (Phone),,http://www.nightlightpediatrics.com/locations/,jmalik@nlpedi.com,12/22/2017,Member Clinic,,03:00 pm - 11:00 pm,,,,,Houston,Texas,United States,77057-3004,1814 Fountain View Dr,,http://ucaoa.site-ym.com/members/?id=49902989
NIGHTLIGHT PEDIATRIC URGENT CARE GARDEN OAKS,832 831-4660 (Phone),,http://www.nightlightpediatrics.com/,info@info.com,12/22/2017,Member Clinic,,,,,,,Houston,Texas,United States,77018-4231,4208 Ella Blvd,Ste B,http://ucaoa.site-ym.com/members/?id=49903989
NEIGHBORHOOD URGENT CARE,973 535-8355 (Phone),,http://neighborhoodurgentcare-urgentcarecenter.business.site/,Office@neighborhoodurgentcare.net,2/22/2018,Member Clinic,N,"as of 2/22/18: M-F: 8am - 8pm, S/S: 9am - 5pm",2017 - Q4,2020 - Q4,,,Whippany,New Jersey,United States,07981-1516,568 State Route 10,,http://ucaoa.site-ym.com/members/?id=49909375
LCMC HEALTH URGENT CARE GRETNA,504 349-2273 (Phone),,https://www.lcmchealth.org/urgentcare/,nyoung@phcurgentcare.com,3/7/2018,Member Clinic,Y,Monday-Friday 8am-8pm Saturday-Sunday 8am-2pm,2017 - Q3,2021 - Q1,,,Gretna,Louisiana,United States,70056,LCMC Health Urgent Care ,2600 Belle Chasse Hwy B-2,http://ucaoa.site-ym.com/members/?id=49951302
LCMCHEALTH URGENT CARE LULING,,,https://www.lcmchealth.org/urgentcare/,nyoung@phcurgentcare.com,3/7/2018,Member Clinic,Y,Monday-Friday 8am-8pm Saturday-Sunday 8am-2pm,2017 - Q3,2021 - Q1,,,Luling,Louisiana,United States,70070-2163,LCMCHealth Urgent Care ,107 Maryland Dr,http://ucaoa.site-ym.com/members/?id=49951898
COTTON O'NEIL EXPRESSCARE NORTH,785 270-0030 (Phone),,https://www.stormontvail.org/ExpressCare,kphillip@stormontvail.org,4/9/2018,Member Clinic,,"as of 4/9/18: M-F: 9am - 8pm, S/S: 11am - 5pm",2017 - Q2,2020 - Q2,,,Topeka,Kansas,United States,66618-2651,4505 NW Fielding Rd,,http://ucaoa.site-ym.com/members/?id=49957583
UNIVERSAL URGENT CARE NILES,661 325-1255 (Phone),,http://universalurgentcare.com/,universalurgentcare@gmail.com,12/22/2017,Member Clinic,,"as of 8/17/17: M-F: 8am - 8pm, Sat: 8am - 8pm, Sun: 9am - 5pm",,,,,Bakersfield,California,United States,93305-5007,2121 Niles St,,http://ucaoa.site-ym.com/members/?id=49973724
BRENTVIEW MEDICAL URGENT CARE WEST HOLLYWOOD,323 522-2222 (Phone),,http://www.brentviewmedical.com/,rd@BrentviewMedical.com,12/22/2017,Member Clinic,,"as of 8/22/17: M-F: 8am - 8pm ,S/S: 9am - 5pm",,,,,West Hollywood,California,United States,90046-5915,Brentview Medical Urgent Care ,8264 Santa Monica Blvd,http://ucaoa.site-ym.com/members/?id=49973735
PARKMED URGENT CARE,865 483-4040 (Phone),"
865 481-8097 (Fax)",https://www.parkmedurgentcare.com/,Tracey_Huntoon@teamhealth.com,12/22/2017,Member Clinic,,as of 8/23/17: M-F: 8am-8pm S/S: 8am-2pm,,,,,Oak Ridge,Tennessee,United States,37830-6202,115B S Illinois Ave,,http://ucaoa.site-ym.com/members/?id=49984235
INSTAMEDCARE 96 STREET,718 606-1199 (Phone),,http://www.instamedcare.com/,coronamedical@yahoo.com,4/16/2018,Member Clinic,N,,,,,,Corona,New York,United States,11368-3009,5548 96th St,Ste A,http://ucaoa.site-ym.com/members/?id=50003019
SMARTCARE URGENT CARE ATLANTA,404 480-9797 (Phone),,http://smartcareuc.com/,zobair@smartcareuc.com,12/22/2017,Member Clinic,Y,"as of 8/24/17: 8am - 8pm, S/S: 9am - 6pm",2017 - Q4,2020 - Q4,,,Atlanta,Georgia,United States,30318-7963,SmartCare Urgent Care ,450 14th St NW,http://ucaoa.site-ym.com/members/?id=50003557
SMARTCARE URGENT CARE EDGEWOOD,678 710-3980 (Phone),,http://smartcareuc.com/,zobair@smartcareuc.com,12/22/2017,Member Clinic,Y,"as of 11/20/17: M-F: 8am - 8pm, S/S: 9am - 6pm",2017 - Q4,2020 - Q4,,,Atlanta,Georgia,United States,30307-2749,1220 Caroline St NE,Ste 230,http://ucaoa.site-ym.com/members/?id=50003638
MOUNT SINAI URGENT CARE UNION SQUARE,212 844-6000 (Phone),,http://www.mountsinai.org/,iris.latorre@mountsinai.org,12/22/2017,Member Clinic,N,"as of 10/10/17: M-F: 8am - 8pm, S/S: 9am - 5pm",,,,,New York,New York,United States,10003-3332,10 Union Sq E,Frnt 5,http://ucaoa.site-ym.com/members/?id=50009735
INSPIRA URGENT CARE CLEMENTON,856 545-9500 (Phone),"
856 497-5241 (Fax)",http://www.inspiraurgentcare.org/,MosleyD@ihn.org,4/23/2018,Member Clinic,Y,"7 days, 8 a.m. to 8 p.m.",,,,,Clementon,New Jersey,United States,08021-2808,Inspira Urgent Care ,1238 Chews Landing Rd,http://ucaoa.site-ym.com/members/?id=50009953
PEDPOST PEDIATRIC URGENT CARE,470 222-0375 (Phone),"
470 200-3195 (Fax)",https://www.pedpost.com/,eseegborge@gmail.com,3/5/2018,Member Clinic,,,,,,,Kennesaw,Georgia,United States,30152-4303,1600  Due West Rd NW,Ste 205,http://ucaoa.site-ym.com/members/?id=50014469
COMPLETE CARE SOUTHLAKE,817 809-2089 (Phone),,http://www.completeemergencycare.com/,julie.radley@completeemergencycare.com,3/2/2018,Member Clinic,,,,,,,Southlake,Texas,United States,76092-6186,Complete Care ,321 W  Blvd,http://ucaoa.site-ym.com/members/?id=50106274
HEALTHMED URGENT CARE EATONTOWN,732 544-1777 (Phone),,http://healthmeduc.com/,cglaab@healthmedac.com,1/25/2018,Member Clinic,N,"as of 8/28/17: M-F: 8:30am - 9pm, S/S: 9am - 6pm",,,,,Eatontown,New Jersey,United States,07724-1876,HealthMed Urgent Care ,142 Highway 35,http://ucaoa.site-ym.com/members/?id=50107986
HEALTHMED URGENT CARE NORTHFIELD,609 407-7000 (Phone),,http://healthmeduc.com/,cglaab@healthmedac.com,1/5/2018,Member Clinic,N,"as of 8/28/17: M-F: 8:30am - 3pm, Sat: 9am - 3pm, Sun: 9am - 2pm",,,,,Northfield,New Jersey,United States,08225-1270,HealthMed Urgent Care ,200 Tilton Rd,http://ucaoa.site-ym.com/members/?id=50108063
GRAND AVE URGENT CARE,307 760-8602 (Phone),,http://www.grandaveurgentcare.com/,Kelly@grandaveurgentcare.com,12/22/2017,Member Clinic,N,"as of 8/28/17: M-F: 9am - 8pm, Sat: 9am - 6pm, Sun: 9am - 4pm",,,,,Laramie,Wyoming,United States,82070-5100,3236 E Grand Ave,Ste D,http://ucaoa.site-ym.com/members/?id=50108279
UPMC URGENT CARE ROBINSON,412 788-1002 (Phone),,http://www.upmc.com/urgentcare,reimoldrl@upmc.edu,1/4/2018,Member Clinic,Y,"as of 8/28/17: M-F: 9am - 9pm, S/S: 9am - 9pm",,,,,Pittsburgh,Pennsylvania,United States,15205-1006,6500 Steubenville Pike,,http://ucaoa.site-ym.com/members/?id=50111669
UPMC URGENT CARE FRANKLIN,814 432-9801 (Phone),,http://www.upmc.com/urgentcare,reimoldrl@upmc.edu,1/4/2018,Member Clinic,Y,"as of 8/28/17: M-F: 9am - 9pm, S/S: 9am - 9pm",,,,,Franklin,Pennsylvania,United States,16323-6259,UPMC Urgent Care ,464 Allegheny Blvd,http://ucaoa.site-ym.com/members/?id=50111670
FOX EXPRESS CARE KENDALL,305 595-1300 (Phone),,http://www.foxmedicalcenter.com/,aarca@foxmedicalgroup.com,12/22/2017,Member Clinic,,,,,,,Miami,Florida,United States,33176-2680,10860 N Kendall Dr,Apt,http://ucaoa.site-ym.com/members/?id=50119897
BAYVIEW NOWCARE CHESAPEAKE VOLVO/GREENBRIAR,757 842-4100 (Phone),,https://www.bayviewphysicians.com/,milteer@msaphy.com,12/22/2017,Member Clinic,,"as of 8/29/17: M-F: 8am - 8pm, S/S: 8am - 8pm",,,,,Chesapeake,Virginia,United States,23320-1621,Bayview NowCare  Volvo/Greenbriar,725 Volvo Pkwy,http://ucaoa.site-ym.com/members/?id=50123095
BAYVIEW NOWCARE SUFFOLK DOWNTOWN,757 935-5310 (Phone),,https://www.bayviewphysicians.com/,milteer@msaphy.com,12/22/2017,Member Clinic,,"as of 8/29/17: M-F: 8am - 8pm, S/S: 8am - 8pm",,,,,Suffolk,Virginia,United States,23434-8274,Bayview NowCare  Downtown,3060 Godwin Blvd,http://ucaoa.site-ym.com/members/?id=50123238
BAYVIEW NOWCARE VIRGINIA BEACH FIRST COLONIAL,757 352-2020 (Phone),,https://www.bayviewphysicians.com/,milteer@msaphy.com,12/22/2017,Member Clinic,,"as of 8/29/17: M-F: 8am - 8pm, S/S: 8am - 8pm",,,,,Virginia Beach,Virginia,United States,23454-2444,Bayview NowCare  First Colonial,1168 First Colonial Rd,http://ucaoa.site-ym.com/members/?id=50123398
BAYVIEW NOWCARE VIRGINIA BEACH PRINCESS ANNE,757 275-9331 (Phone),,https://www.bayviewphysicians.com/,milteer@msaphy.com,12/22/2017,Member Clinic,,"as of 8/29/17: M-F: 8am - 8pm, S/S: 8am - 8pm",,,,,Virginia Beach,Virginia,United States,23453-4790,Bayview NowCare  Princess Anne,2088 S Independence Blvd,http://ucaoa.site-ym.com/members/?id=50123466
SALIM MEDICAL,928 757-5522 (Phone),"
928 692-2551 (Fax)",http://salim-medical-llc.business.site/,tamannayussouf@gmail.com,1/22/2018,Member Clinic,,as of 1/22/18: M-F: 8:30am - 5pm,,,,,Kingman,Arizona,United States,86409-2402,1465 E Northern Ave,,http://ucaoa.site-ym.com/members/?id=50128695
SOUTHERN IMMEDIATE CARE,256 235-2273 (Phone),,http://southernimmediatecare.com/,jjunkins@southernimmediatecare.com,12/22/2017,Member Clinic,,"Open 7 days a week from 12:00 noon- 10:00 p.m. Closed the following holidays: New Year's Day, Easter, Independence Day, Thanksgiving and Christmas",2017 - Q3,2020 - Q3,,,Anniston,Alabama,United States,36201-2132,4100 McClellan Blvd,,http://ucaoa.site-ym.com/members/?id=50133536
KIDSSTREET URGENT CARE MOBILE,251 288-5606 (Phone),,http://www.mainstreetfamilycare.com/,tcarter@mainstreetfamilycare.com,2/6/2018,Member Clinic,,,2018 - Q1,2021 - Q1,,,Mobile,Alabama,United States,36609-3614,KidsStreet Urgent Care ,6280 Grelot Rd,http://ucaoa.site-ym.com/members/?id=50140430
URGENT CARE OF COWLEY COUNTY,620 221-9500 (Phone),"
620 229-8500 (Fax)",http://urgentcarecowleycounty.org/,kbest@fcc.kscoxmail.com,1/2/2018,Member Clinic,,"Monday thru Saturday 8-8, and Sunday 1-8.",2017 - Q4,2020 - Q4,,,Winfield,Kansas,United States,67156-5201,1305 E 19th Ave,,http://ucaoa.site-ym.com/members/?id=50140972
KIDSSTREET URGENT CARE BIRMINGHAM,205 664-8289 (Phone),,http://www.mainstreetfamilycare.com/,tcarter@mainstreetfamilycare.com,1/2/2018,Member Clinic,,"as of 11/14/17: M-F: 12pm - 10pm, S/S: 11am - 9pm",2017 - Q4,2020 - Q3,,,Pelham,Alabama,United States,35124-4102,300 Big Mountain Cir,,http://ucaoa.site-ym.com/members/?id=50154152
CITYMD WILLIOWBROOK,862 246-7938 (Phone),,https://www.citymd.com/,msimpson2@citymd.net,12/22/2017,Member Clinic,N,"as of 12/8/17: M-F: 8am - 8pm, S/S: 9am - 5pm",2017 - Q3,2020 - Q2,,,Wayne,New Jersey,United States,07470-7002,76 Willowbrook Blvd,Unit C-2,http://ucaoa.site-ym.com/members/?id=50160123
CITYMD JOURNAL SQUARE PLAZA,201 354-1955 (Phone),,https://www.citymd.com/,msimpson2@citymd.net,12/22/2017,Member Clinic,N,"as of 12/7/17: M-F: 8am - 8pm, S/S: 9am - 5pm",2017 - Q3,2020 - Q2,,,Jersey City,New Jersey,United States,7306,32 Journal Square Plaza,,http://ucaoa.site-ym.com/members/?id=50193789
ST. VINCENT'S URGENT CARE MANDARIN,904 450-6670 (Phone),,https://www.jaxhealth.com/,nancy.medina@ascension.org,3/2/2018,Member Clinic,,,,,,,Jacksonville,Florida,United States,32257-6259,10503 San Jose Blvd,Ste 1,http://ucaoa.site-ym.com/members/?id=50196275
QUICK HEALTH URGENT CARE - EAST,605 277-1210 (Phone),"
605 271-3717 (Fax)",http://quickhealthurgentcare.com/,annie@quickhealthuc.com,12/22/2017,Member Clinic,N,as of 9/6/17: Daily 7am - 9pm,,,,,Sioux Falls,South Dakota,United States,57103-4016,2709 E 26th St,,http://ucaoa.site-ym.com/members/?id=50199918
FOX EXPRESS CARE HIALEAH,305 805-9500 (Phone),,http://www.foxmedicalcenters.com/,aarca@foxmedicalgroup.com,12/22/2017,Member Clinic,,,,,,,Hialeah,Florida,United States,33010-1017,Fox Express Care ,2801 W 12th Ave,http://ucaoa.site-ym.com/members/?id=50215601
FOX EXPRESS CARE WESTCHESTER,305 661-6336 (Phone),,http://www.foxmedicalcenters.com/,aarca@foxmedicalgroup.com,12/22/2017,Member Clinic,,,,,,,Miami,Florida,United States,33155-5252,6090 Bird Rd,,http://ucaoa.site-ym.com/members/?id=50215664
FOX EXPRESS CARE DOWNTOWN,305 545-9292 (Phone),,http://www.foxmedicalcenters.com/,aarca@foxmedicalgroup.com,12/22/2017,Member Clinic,,,,,,,Miami,Florida,United States,33130-1202,606 W Flagler St,,http://ucaoa.site-ym.com/members/?id=50215719
BETTERMED URGENT CARE CHESTER (COMING SOON),,,http://bettermedcare.com/,pgazoni@gmail.com,4/26/2018,Member Clinic,,,,,,,,Virginia,United States,,,,http://ucaoa.site-ym.com/members/?id=50216853
BETTERMED URGENT CARE MIDLOTHIAN,804 639-7555 (Phone),,https://www.bettermedcare.com/,pgazoni@gmail.com,12/22/2017,Member Clinic,,,,,,,,Virginia,United States,,,,http://ucaoa.site-ym.com/members/?id=50216882
DUKE CITY URGENT CARE LOUISIANA PLAZA,505 715-6812 (Phone),,http://www.dukecityurgentcare.com/,mmaydew@dcuc.com,3/16/2018,Member Clinic,N,"as of 3/16/18: M-F: 9am - 7pm, S/S: 10am - 6pm",,,,,Albuquerque,New Mexico,United States,87109-1571,7200 Montgomery Blvd NE,Ste 7121,http://ucaoa.site-ym.com/members/?id=50233616
KINDER PEDIATRIC URGENT CARE - WOODBRIDGE,732 372-4813 (Phone),"
732 527-0397 (Fax)",http://www.kinderpeds.com/,Jillian@kinderpeds.com,12/22/2017,Member Clinic,,Evenings & Weekends 12PM - 11PM,,,,,Woodbridge,New Jersey,United States,08830,Kinder Pediatric Urgent Care - ,530 Green Street,http://ucaoa.site-ym.com/members/?id=50299544
MONROE URGENT CARE,614 787-1392 (Phone),,http://www.monroeuc.com/,jschanmeister@gmail.com,3/15/2018,Member Clinic,,,,,,,Monroe,Ohio,United States,45050-1236,Urgent Care,262 N Main St,http://ucaoa.site-ym.com/members/?id=50300802
LAKE URGENT CARE DENHAM SPRINGS SOUTH,225 480-1210 (Phone),,http://www.lakeafterhours.com/,ksanchez@phcurgentcare.com,3/7/2018,Member Clinic,,"M-F 9 AM - 9 PM, Saturdays 9 AM - 6 PM",2017 - Q3,2021 - Q1,,,Denham Springs,Louisiana,United States,70726,Lake Urgent Care  South,8294 Vincent Road,http://ucaoa.site-ym.com/members/?id=50301014
COMMUNITYMED URGENT CARE HASLET,972 464-1611 (Phone),,http://communitymedcare.com/,credentialing@cmucs.com,12/22/2017,Member Clinic,,"as of 9/8/17: M-Sat: 8am - 8pm, Sun: 12pm - 8pm",,,,,Haslet,Texas,United States,76052,CommunityMed Urgent Care ,295 South State Hwy 156,http://ucaoa.site-ym.com/members/?id=50324309
COOK CHILDREN'S URGENT CARE ALLIANCE,817 347-2600 (Phone),,https://cookchildrens.org/,Beau.McNeff@cookchildrens.org,1/30/2018,Member Clinic,,"as of 9/8/17: M-F 11am - 10pm, S/S: 11am - 10pm",,,,,Fort Worth,Texas,United States,76244-2118,10601 N Riverside Dr,,http://ucaoa.site-ym.com/members/?id=50324311
INTEGRA URGENT CARE GRAND PRAIRIE,469 340-1710 (Phone),,https://integrauc.com/,amit@integrauc.com,12/22/2017,Member Clinic,,"as of 9/11/17: M-F: 9am - 9pm, S/S: 9am - 9pm",,,,,Grand Prairie,Texas,United States,75052,Integra Urgent Care ,3950 S Carrier Pkwy,http://ucaoa.site-ym.com/members/?id=50324325
MEDPOST URGENT CARE CIMARRON,915 301-9058 (Phone),,https://medpost.com/urgent-care-clinics/el-paso-tx-cimarron,keisha.greene@carespot.com,12/22/2017,Member Clinic,N,"as of 9/14/17: M-F: 8am - 8pm, S/S: 8am - 8pm",,,,,El Paso,Texas,United States,79912-8044,7480 Paseo Del Norte Blvd,,http://ucaoa.site-ym.com/members/?id=50324333
MEDPOST URGENT CARE CIBOLO,210 880-9384 (Phone),,https://medpost.com/urgent-care-clinics/cibolo-tx,keisha.greene@carespot.com,12/22/2017,Member Clinic,N,"as of 9/14/17: M-F: 8am - 8pm, S/S: 9am - 5pm",,,,,Cibolo,Texas,United States,78108-3676,MedPost Urgent Care ,513  Valley Dr,http://ucaoa.site-ym.com/members/?id=50324334
QUALITY URGENT CARE PALO ALTO,210 564-9972 (Phone),,https://www.qualityurgentcareofamerica.com/,nimeshmd@gmail.com,12/22/2017,Member Clinic,,"as of 9/14/17: M-F: 8am - 10pm, S/S: 8am - 10pm",,,,,San Antonio,Texas,United States,78211,8526 IH 35 South,,http://ucaoa.site-ym.com/members/?id=50324341
TRUSTCARE EXPRESS MEDICAL CLINICS LAKE HARBOR/ RIDGELAND,601 499-0022 (Phone),"
601 499-0023 (Fax)",http://www.feelbetterfaster.com/locationshours/,dholeman@trustcarehealth.com,12/22/2017,Member Clinic,,Mon–Fri: 8am–8pm | Sat: 9–5pm | Sun: 1–7pm,,,,,Ridgeland,Mississippi,United States,39157-4303,TrustCare Express Medical Clinics Lake Harbor/ ,786 Lake Harbour Dr,http://ucaoa.site-ym.com/members/?id=50325487
TRUSTCARE EXPRESS MEDICAL CLINICS I-55 FRONTAGE RD/NORTHEAST JACKSON,601 487-9199 (Phone),"
601 487-9198 (Fax)",http://www.feelbetterfaster.com/locationshours/,dholeman@trustcarehealth.com,12/22/2017,Member Clinic,,Mon–Fri: 8am–8pm | Sat: 9–5pm | Sun: 1–7pm,,,,,Jackson,Mississippi,United States,39211-5469,TrustCare Express Medical Clinics I-55 Frontage Rd/Northeast ,4880 I 55 N,http://ucaoa.site-ym.com/members/?id=50325580
TRUSTCARE EXPRESS MEDICAL CLINICS OLD FANNIN/FLOWOOD,601 487-9191 (Phone),"
601 487-9192 (Fax)",http://www.feelbetterfaster.com/locationshours/,dholeman@trustcarehealth.com,12/22/2017,Member Clinic,,Mon–Fri: 8am–8pm | Sat: 9–5pm | Sun: 1–7pm,,,,,Flowood,Mississippi,United States,39232-9004,TrustCare Express Medical Clinics Old Fannin/,1710 Old Fannin Rd,http://ucaoa.site-ym.com/members/?id=50325613
TANNER URGENT CARE WEDOWEE,256 357-2188 (Phone),,http://www.tanner.org/,kdunson@tanner.org,12/22/2017,Member Clinic,Y,"as of 9/18/17: M-F: 8am - 6pm, Sat: 8am - 12pm",,,,,Wedowee,Alabama,United States,36278-7440,Tanner Urgent Care ,1030 Main St S,http://ucaoa.site-ym.com/members/?id=50350006
CITYMD BROOKLYN HEIGHTS,646 346-7918 (Phone),,https://www.citymd.com/,svicioso@citymd.net,12/22/2017,Member Clinic,N,"as of 12/8/17: M-F: 8am - 8pm, S/S: 9am - 6pm",2017 - Q3,2020 - Q3,,,Brooklyn,New York,United States,11201,CityMD  Heights,135 Montague Street,http://ucaoa.site-ym.com/members/?id=50350388
CITYMD BROOKLYN,718 571-9168 (Phone),,https://www.citymd.com/,svicioso@citymd.net,12/22/2017,Member Clinic,N,"as of 12/8/17: M-F: 8am - 8pm, S/S: 9am - 6pm",2017 - Q3,2020 - Q3,,,Brooklyn,New York,United States,11237-4101,CityMD ,399 Knickerbocker Ave,http://ucaoa.site-ym.com/members/?id=50350507
GRAND VIEW URGENT CARE CHALFONT,215 453-5610 (Phone),,http://www.gvhurgentcare.com/,jhowenstein@gvh.org,12/22/2017,Member Clinic,Y,"as of 11/7/17: M-F: 8am - 8pm, S/S: 9am - 5pm",,,,,Chalfont,Pennsylvania,United States,18914,Grand View Urgent Care ,700 Horizon Circle,http://ucaoa.site-ym.com/members/?id=50381524
GRAND VIEW URGENT CARE QUAKERTOWN,215 453-5620 (Phone),,http://www.gvhurgentcare.com/,jhowenstein@gvh.org,12/22/2017,Member Clinic,Y,"as of 11/7/17: M-F: 8am - 8pm, S/S: 9am - 5pm",,,,,Quakertown,Pennsylvania,United States,18951,Grand View Urgent Care ,5 Quakers Way,http://ucaoa.site-ym.com/members/?id=50381542
URGENT CARE OF ATASCADERO,805 466-1330 (Phone),,https://www.facebook.com/healthylife56/,mdens@comcast.net,2/22/2018,Member Clinic,,"as of 9/22/17: M-Sat: 7am - 6:30pm, Sun: 8am - 3:30pm",,,,,Atascadero,California,United States,93422-5571,Urgent Care of ,9700 El Camino Real,http://ucaoa.site-ym.com/members/?id=50411259
URGENT CARE OF PISMO BEACH,805 295-6594 (Phone),,https://www.facebook.com/Urgent-Care-of-Pismo-Beach-980282875435152/,mdens@comcast.net,2/22/2018,Member Clinic,,"as of 9/22/17: M-Sat: 7am - 6:30pm, Sun: 8am - 3:30pm",,,,,Pismo Beach,California,United States,93449-4977,Urgent Care of ,2 James Way,http://ucaoa.site-ym.com/members/?id=50411381
OUCH URGENT CARE,562 943-7125 (Phone),,http://scuhealth.org/ouch-urgent-care/,ChristinaReichert@scuhs.edu,12/22/2017,Member Clinic,,,,,,,Whittier,California,United States,90604-4051,16200 Amber Valley Dr,,http://ucaoa.site-ym.com/members/?id=50434552
DOYLESTOWN HEALTH URGENT CARE,215 863-8363 (Phone),,https://www.doylestownhealth.org/,aedelson@dh.org,12/22/2017,Member Clinic,N,"as of 9/25/17: M-F: 8am - 9pm, S/S: 9am - 4pm",,,,,Doylestown,Pennsylvania,United States,18902-1033,Health Urgent Care,4259 W Swamp Rd,http://ucaoa.site-ym.com/members/?id=50450909
UR MEDICINE URGENT CARE PITTSFORD,585 203-1055 (Phone),,https://www.urmc.rochester.edu/,Andrea_dangelo@urmc.rochester.edu,12/22/2017,Member Clinic,,"as of 9/21/17: M-F: 9am - 9pm, S/S: 9am - 9pm",,,,,Rochester,New York,United States,14618-4725,3400 Monroe Ave,Ste 1,http://ucaoa.site-ym.com/members/?id=50451128
UNC URGENT CARE,984 974-7010 (Phone),"
984 974-7010 (Fax)",http://www.uncpn.com/pn/practices-locations/unc-urgent-care/,David.goff@unchealth.unc.edu,12/22/2017,Member Clinic,Y,Sunday: 9:00AM to 8:00PM Monday: 9:00AM to 8:00PM Tuesday: 9:00AM to 8:00PM Wednesday: 9:00AM to 8:00PM Thursday: 9:00AM to 8:00PM Friday: 9:00AM to 8:00PM Saturday: 9:00AM to 8:00PM,,,,,Chapel Hill,North Carolina,United States,27517-8173,6013 Farrington Rd,Ste 101,http://ucaoa.site-ym.com/members/?id=50465477
MEDNOW URGENT CARE EVANS,706 922-3NOW (Phone),,http://www.mednowurgentcare.net/,destiny.biggs@mednowurgentcare.net,12/22/2017,Member Clinic,,"as of 9/26/17: M-F: 8:30am - 7pm, S/S: 10am - 3pm",,,,,Evans,Georgia,United States,30809-6502,MedNow Urgent Care ,104 N Belair Rd,http://ucaoa.site-ym.com/members/?id=50466018
